"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.36362696,,
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.45615163,,
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.41333503,,
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.25693747,,
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.5818792,,
"LUX","Luxembourg","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.56343418,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,2.874603,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,2.9449639,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.09510178,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.0979552,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.09297941,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.09294083,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.09484314,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.09655256,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.09854462,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.11341301,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,0.12586161,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,0.12068518,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,0.12080749,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.12073812,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.1213055,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.1206912,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.12077759,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.11882294,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.11859258,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.11756353,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.11634667,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.11526878,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.11298593,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.11326701,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.11211891,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.11157133,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,2.8345802,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,2.8457606,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.08838306,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.08688533,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.08187133,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.08080158,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.08173408,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.08098375,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.08057337,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.09001973,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.25021645,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.25765508,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.13195232,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.13440506,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.13621216,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.13816641,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.14100938,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.14309597,,
"CZE","Czech Republic","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.14767526,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,0.12322999,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,0.12417617,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.12554826,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.11648435,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.11194874,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.12370422,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.11760335,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.11959124,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.12301647,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.12539284,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.12507373,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.14763169,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.18207166,,
"SWE","Sweden","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.1703382,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.10248938,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.10190843,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.10393912,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.10617634,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.10645124,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.10778116,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.11055423,,
"HUN","Hungary","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.11087704,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.06501525,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.06587093,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.06762043,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.06927949,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.07051338,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.07220704,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.07345945,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.07456774,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.07783985,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.14919652,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.14873031,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.07377797,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.07475531,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.07398492,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.07265165,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.07358775,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.07524753,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.07564995,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,0.07834584,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,0.07684497,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,0.07550516,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.07536417,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.07485724,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.07525019,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.07638796,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.07680631,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.07762977,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.07869201,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.08009382,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.08168983,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.08232068,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.08210146,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.08243376,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.08656282,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.18105949,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.1714807,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.16393505,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.21204416,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.21244587,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.20926635,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.20518434,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.20374753,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.20421088,,
"NOR","Norway","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.20177153,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.18788834,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.19074099,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.20005111,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.2059018,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.20745818,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.20943907,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.20707759,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.20953371,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.2223161,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.22055833,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.21612696,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.21968746,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.13784061,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.14084522,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.14536001,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.1483447,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.15346546,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.16064745,,
"PRT","Portugal","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.18205023,,
